"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","year","flag","flagdp","tempc"
"USC00443229","FRONT ROYAL, VA US",2013-06-05,NA,NA,0,NA,NA,75,53,53,2013,NA,NA,23.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-06-06,NA,NA,0.03,NA,NA,77,53,61,2013,NA,NA,25
"USC00443229","FRONT ROYAL, VA US",2013-06-07,NA,NA,0.95,NA,NA,77,61,62,2013,NA,NA,25
"USC00443229","FRONT ROYAL, VA US",2013-06-08,NA,NA,0.68,NA,NA,66,61,61,2013,NA,NA,18.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-06-09,NA,NA,0,NA,NA,79,59,60,2013,NA,NA,26.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-06-10,NA,NA,0.31,NA,NA,79,60,67,2013,NA,NA,26.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-06-11,NA,NA,1.15,NA,NA,82,63,64,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-06-12,NA,NA,0,NA,NA,81,63,67,2013,NA,NA,27.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-06-13,NA,NA,0.01,NA,NA,87,67,70,2013,NA,NA,30.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-06-14,NA,NA,0.43,NA,NA,79,60,61,2013,NA,NA,26.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-06-15,NA,NA,0,NA,NA,77,55,56,2013,NA,NA,25
"USC00443229","FRONT ROYAL, VA US",2013-06-16,NA,NA,0,NA,NA,81,55,61,2013,NA,NA,27.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-06-17,NA,NA,0,NA,NA,80,61,69,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-06-18,NA,NA,0.3,NA,NA,86,66,66,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-06-19,NA,NA,0.61,NA,NA,74,63,63,2013,NA,NA,23.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-06-20,NA,NA,0,NA,NA,76,62,64,2013,NA,NA,24.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-06-21,NA,NA,0,NA,NA,78,59,60,2013,NA,NA,25.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-06-22,NA,NA,0,NA,NA,81,60,60,2013,NA,NA,27.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-06-23,NA,NA,0,NA,NA,85,59,66,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-06-24,NA,NA,0,NA,NA,89,65,71,2013,NA,NA,31.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-06-25,NA,NA,0.02,NA,NA,89,65,70,2013,NA,NA,31.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-06-26,NA,NA,0,NA,NA,90,67,69,2013,NA,NA,32.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-06-27,NA,NA,0,NA,NA,90,67,68,2013,NA,NA,32.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-06-28,NA,NA,0.64,NA,NA,82,62,72,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-06-29,NA,NA,0,NA,NA,87,64,67,2013,NA,NA,30.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-06-30,NA,NA,0.09,NA,NA,86,65,65,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-07-01,NA,NA,0,NA,NA,86,65,70,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-07-02,NA,NA,0.04,NA,NA,81,70,72,2013,NA,NA,27.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-07-03,NA,NA,0.02,NA,NA,80,71,72,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-07-04,NA,NA,0.12,NA,NA,82,70,70,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-07-05,NA,NA,0.4,NA,NA,86,70,71,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-07-06,NA,NA,0,NA,NA,88,71,71,2013,NA,NA,31.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-07-07,NA,NA,0,NA,NA,89,71,72,2013,NA,NA,31.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-07-08,NA,NA,0.05,NA,NA,89,67,67,2013,NA,NA,31.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-07-09,NA,NA,0,NA,NA,85,67,69,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-07-10,NA,NA,0,NA,NA,86,69,74,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-07-11,NA,NA,0,NA,NA,86,71,72,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-07-12,NA,NA,0.75,NA,NA,83,64,64,2013,NA,NA,28.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-07-13,NA,NA,0.3,NA,NA,69,64,66,2013,NA,NA,20.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-07-14,NA,NA,0.02,NA,NA,83,66,71,2013,NA,NA,28.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-07-15,NA,NA,0,NA,NA,87,68,68,2013,NA,NA,30.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-07-16,NA,NA,0,NA,NA,91,68,72,2013,NA,NA,32.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-07-17,NA,NA,0,NA,NA,90,71,73,2013,NA,NA,32.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-07-18,NA,NA,0,NA,NA,91,73,73,2013,NA,NA,32.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-07-19,NA,NA,0,NA,NA,94,73,76,2013,NA,NA,34.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-07-20,NA,NA,0,NA,NA,93,73,75,2013,NA,NA,33.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-07-21,NA,NA,0,NA,NA,91,69,69,2013,NA,NA,32.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-07-22,NA,NA,0.44,NA,NA,86,68,69,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-07-23,NA,NA,1.06,NA,NA,85,69,69,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-07-24,NA,NA,0,NA,NA,86,68,68,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-07-25,NA,NA,0,NA,NA,80,59,59,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-07-26,NA,NA,0,NA,NA,80,55,56,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-07-27,NA,NA,0,NA,NA,82,55,66,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-07-28,NA,NA,0.01,NA,NA,78,65,68,2013,NA,NA,25.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-07-29,NA,NA,0,NA,NA,83,58,58,2013,NA,NA,28.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-07-30,NA,NA,0,NA,NA,79,57,58,2013,NA,NA,26.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-07-31,NA,NA,0,NA,NA,81,57,61,2013,NA,NA,27.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-08-01,NA,NA,0.9,NA,NA,81,61,65,2013,NA,NA,27.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-08-02,NA,NA,0.25,NA,NA,83,62,63,2013,NA,NA,28.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-08-03,NA,NA,0,NA,NA,84,61,67,2013,NA,NA,28.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-08-04,NA,NA,0.04,NA,NA,73,61,62,2013,NA,NA,22.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-08-05,NA,NA,0,NA,NA,79,55,56,2013,NA,NA,26.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-08-06,NA,NA,0.01,NA,NA,79,55,64,2013,NA,NA,26.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-08-07,NA,NA,0.03,NA,NA,77,62,67,2013,NA,NA,25
"USC00443229","FRONT ROYAL, VA US",2013-08-08,NA,NA,0.02,NA,NA,82,67,71,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-08-09,NA,NA,0.04,NA,NA,80,70,72,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-08-10,NA,NA,0.01,NA,NA,86,70,70,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-08-11,NA,NA,0.02,NA,NA,82,67,68,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-08-12,NA,NA,0,NA,NA,82,68,68,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-08-13,NA,NA,0.15,NA,NA,85,67,71,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-08-14,NA,NA,0.58,NA,NA,84,55,56,2013,NA,NA,28.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-08-15,NA,NA,0.01,NA,NA,72,51,51,2013,NA,NA,22.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-08-16,NA,NA,0,NA,NA,75,51,53,2013,NA,NA,23.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-08-17,NA,NA,0,NA,NA,77,52,54,2013,NA,NA,25
"USC00443229","FRONT ROYAL, VA US",2013-08-18,NA,NA,0.13,NA,NA,77,53,60,2013,NA,NA,25
"USC00443229","FRONT ROYAL, VA US",2013-08-19,NA,NA,0,NA,NA,66,60,62,2013,NA,NA,18.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-08-20,NA,NA,0,NA,NA,75,62,62,2013,NA,NA,23.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-08-21,NA,NA,0,NA,NA,83,62,67,2013,NA,NA,28.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-08-22,NA,NA,0.12,NA,NA,86,66,66,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-08-23,NA,NA,0,NA,NA,85,66,66,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-08-24,NA,NA,0.71,NA,NA,72,55,55,2013,NA,NA,22.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-08-25,NA,NA,0.01,NA,NA,78,54,56,2013,NA,NA,25.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-08-26,NA,NA,0,NA,NA,80,56,64,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-08-27,NA,NA,0,NA,NA,84,63,70,2013,NA,NA,28.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-08-28,NA,NA,0.01,NA,NA,84,70,71,2013,NA,NA,28.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-08-29,NA,NA,0.22,NA,NA,77,69,70,2013,NA,NA,25
"USC00443229","FRONT ROYAL, VA US",2013-08-30,NA,NA,0.11,NA,NA,82,65,66,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-08-31,NA,NA,0,NA,NA,86,64,76,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-09-01,NA,NA,0,NA,NA,87,67,67,2013,NA,NA,30.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-09-02,NA,NA,0.41,NA,NA,88,66,68,2013,NA,NA,31.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-09-03,NA,NA,0,NA,NA,88,68,70,2013,NA,NA,31.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-09-04,NA,NA,0,NA,NA,82,56,56,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-09-05,NA,NA,0,NA,NA,80,56,58,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-09-06,NA,NA,0,NA,NA,82,52,52,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-09-07,NA,NA,0,NA,NA,74,51,51,2013,NA,NA,23.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-09-08,NA,NA,0,NA,NA,81,51,62,2013,NA,NA,27.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-09-09,NA,NA,0,NA,NA,85,62,62,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-09-10,NA,NA,0,NA,NA,85,60,69,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-09-11,NA,NA,0,NA,NA,91,67,71,2013,NA,NA,32.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-09-12,NA,NA,0,NA,NA,91,69,70,2013,NA,NA,32.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-09-13,NA,NA,0.03,NA,NA,87,65,66,2013,NA,NA,30.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-09-14,NA,NA,0,NA,NA,74,48,50,2013,NA,NA,23.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-09-15,NA,NA,0,NA,NA,66,46,46,2013,NA,NA,18.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-09-16,NA,NA,0,NA,NA,75,45,62,2013,NA,NA,23.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-09-17,NA,NA,0.1,NA,NA,67,51,51,2013,NA,NA,19.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-09-18,NA,NA,0,NA,NA,67,42,42,2013,NA,NA,19.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-09-19,NA,NA,0,NA,NA,69,41,52,2013,NA,NA,20.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-09-20,NA,NA,0,NA,NA,70,50,56,2013,NA,NA,21.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-09-21,NA,NA,0,NA,NA,78,55,62,2013,NA,NA,25.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-09-22,NA,NA,0.69,NA,NA,69,56,58,2013,NA,NA,20.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-09-23,NA,NA,0,NA,NA,71,51,51,2013,NA,NA,21.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-09-24,NA,NA,0,NA,NA,65,43,44,2013,NA,NA,18.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-09-25,NA,NA,0,NA,NA,71,40,47,2013,NA,NA,21.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-09-26,NA,NA,0,NA,NA,73,45,51,2013,NA,NA,22.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-09-27,NA,NA,0,NA,NA,73,48,49,2013,NA,NA,22.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-09-28,NA,NA,0,NA,NA,70,47,51,2013,NA,NA,21.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-09-29,NA,NA,0,NA,NA,64,47,47,2013,NA,NA,17.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-09-30,NA,NA,0,NA,NA,72,46,51,2013,NA,NA,22.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-10-01,NA,NA,0,NA,NA,75,47,58,2013,NA,NA,23.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-10-02,NA,NA,0,NA,NA,80,47,58,2013,NA,NA,26.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-10-03,NA,NA,0,NA,NA,83,57,59,2013,NA,NA,28.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-10-04,NA,NA,0,NA,NA,82,58,60,2013,NA,NA,27.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-10-05,NA,NA,0,NA,NA,85,60,63,2013,NA,NA,29.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-10-06,NA,NA,0,NA,NA,87,62,65,2013,NA,NA,30.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-10-07,NA,NA,0,NA,NA,86,62,71,2013,NA,NA,30
"USC00443229","FRONT ROYAL, VA US",2013-10-08,NA,NA,1,NA,NA,71,46,46,2013,NA,NA,21.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-10-09,NA,NA,0,NA,NA,66,45,47,2013,NA,NA,18.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-10-10,NA,NA,0.1,NA,NA,57,46,50,2013,NA,NA,13.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-10-11,NA,NA,1.21,NA,NA,57,46,52,2013,NA,NA,13.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-10-12,NA,NA,1.9,NA,NA,58,52,58,2013,NA,NA,14.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-10-13,NA,NA,1,NA,NA,60,55,56,2013,NA,NA,15.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-10-14,NA,NA,0.54,NA,NA,57,54,54,2013,NA,NA,13.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-10-15,NA,NA,0.02,NA,NA,66,48,48,2013,NA,NA,18.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-10-16,NA,NA,0,NA,NA,69,46,53,2013,NA,NA,20.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-10-17,NA,NA,0,NA,NA,69,53,59,2013,NA,NA,20.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-10-18,NA,NA,0.1,NA,NA,73,52,52,2013,NA,NA,22.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-10-19,NA,NA,0,NA,NA,65,42,43,2013,NA,NA,18.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-10-20,NA,NA,0.02,NA,NA,63,42,43,2013,NA,NA,17.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-10-21,NA,NA,0,NA,NA,61,39,40,2013,NA,NA,16.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-10-22,NA,NA,0,NA,NA,66,38,52,2013,NA,NA,18.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-10-23,NA,NA,0,NA,NA,63,41,42,2013,NA,NA,17.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-10-24,NA,NA,0,NA,NA,52,40,40,2013,NA,NA,11.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-10-25,NA,NA,0,NA,NA,49,34,34,2013,NA,NA,9.44444444444444
"USC00443229","FRONT ROYAL, VA US",2013-10-26,NA,NA,0,NA,NA,51,31,32,2013,NA,NA,10.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-10-27,NA,NA,0,NA,NA,55,29,47,2013,NA,NA,12.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-10-28,NA,NA,0,NA,NA,60,29,38,2013,NA,NA,15.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-10-29,NA,NA,0,NA,NA,63,29,38,2013,NA,NA,17.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-10-30,NA,NA,0,NA,NA,62,37,51,2013,NA,NA,16.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-10-31,NA,NA,0,NA,NA,70,51,57,2013,NA,NA,21.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-11-01,NA,NA,0,NA,NA,70,56,70,2013,NA,NA,21.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-11-02,NA,NA,0.14,NA,NA,75,48,48,2013,NA,NA,23.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-11-04,2,0,NA,NA,NA,55,29,29,2013,NA,NA,12.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-11-05,NA,NA,0,NA,NA,44,28,33,2013,NA,NA,6.66666666666667
"USC00443229","FRONT ROYAL, VA US",2013-11-06,NA,NA,0,NA,NA,52,32,48,2013,NA,NA,11.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-11-07,NA,NA,0,NA,NA,70,47,62,2013,NA,NA,21.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-11-08,NA,NA,0.02,NA,NA,62,40,42,2013,NA,NA,16.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-11-09,NA,NA,0,NA,NA,50,28,29,2013,NA,NA,10
"USC00443229","FRONT ROYAL, VA US",2013-11-10,NA,NA,0,NA,NA,55,29,45,2013,NA,NA,12.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-11-11,NA,NA,0,NA,NA,60,34,34,2013,NA,NA,15.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-11-12,NA,NA,0,NA,NA,58,33,41,2013,NA,NA,14.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-11-13,NA,NA,0,NA,NA,41,27,28,2013,NA,NA,5
"USC00443229","FRONT ROYAL, VA US",2013-11-14,NA,NA,0,NA,NA,41,21,29,2013,NA,NA,5
"USC00443229","FRONT ROYAL, VA US",2013-11-15,NA,NA,0,NA,NA,60,27,35,2013,NA,NA,15.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-11-16,NA,NA,0.05,NA,NA,61,32,NA,2013,NA,NA,16.1111111111111
"USC00443229","FRONT ROYAL, VA US",2013-11-17,NA,NA,0,NA,NA,58,43,50,2013,NA,NA,14.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-11-18,NA,NA,0.26,NA,NA,63,50,57,2013,NA,NA,17.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-11-19,NA,NA,0,0,0,64,39,39,2013,NA,NA,17.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-11-20,NA,NA,0,0,0,46,29,29,2013,NA,NA,7.77777777777778
"USC00443229","FRONT ROYAL, VA US",2013-11-21,NA,NA,0,NA,NA,44,28,32,2013,NA,NA,6.66666666666667
"USC00443229","FRONT ROYAL, VA US",2013-11-22,NA,NA,0,NA,NA,50,30,50,2013,NA,NA,10
"USC00443229","FRONT ROYAL, VA US",2013-11-23,NA,NA,0,NA,NA,64,40,40,2013,NA,NA,17.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-11-24,NA,NA,0,NA,NA,49,20,20,2013,NA,NA,9.44444444444444
"USC00443229","FRONT ROYAL, VA US",2013-11-25,NA,NA,0,NA,NA,29,17,18,2013,NA,NA,-1.66666666666667
"USC00443229","FRONT ROYAL, VA US",2013-11-26,NA,NA,0,NA,NA,36,17,32,2013,NA,NA,2.22222222222222
"USC00443229","FRONT ROYAL, VA US",2013-11-27,NA,NA,1.55,NA,NA,34,30,30,2013,NA,NA,1.11111111111111
"USC00443229","FRONT ROYAL, VA US",2013-11-28,NA,NA,0,0,0,36,23,23,2013,NA,NA,2.22222222222222
"USC00443229","FRONT ROYAL, VA US",2013-11-29,NA,NA,0,0,0,37,22,24,2013,NA,NA,2.77777777777778
"USC00443229","FRONT ROYAL, VA US",2013-11-30,NA,NA,0,NA,NA,40,18,19,2013,NA,NA,4.44444444444444
"USC00443229","FRONT ROYAL, VA US",2013-12-01,NA,NA,0,NA,NA,35,18,23,2013,NA,NA,1.66666666666667
"USC00443229","FRONT ROYAL, VA US",2013-12-02,NA,NA,0,NA,NA,45,22,35,2013,NA,NA,7.22222222222222
"USC00443229","FRONT ROYAL, VA US",2013-12-03,NA,NA,0,NA,NA,46,33,33,2013,NA,NA,7.77777777777778
"USC00443229","FRONT ROYAL, VA US",2013-12-04,NA,NA,0,NA,NA,54,31,37,2013,NA,NA,12.2222222222222
"USC00443229","FRONT ROYAL, VA US",2013-12-05,NA,NA,0,NA,NA,57,33,51,2013,NA,NA,13.8888888888889
"USC00443229","FRONT ROYAL, VA US",2013-12-06,NA,NA,0.02,NA,NA,67,50,51,2013,NA,NA,19.4444444444444
"USC00443229","FRONT ROYAL, VA US",2013-12-07,NA,NA,1.25,NA,NA,51,34,34,2013,NA,NA,10.5555555555556
"USC00443229","FRONT ROYAL, VA US",2013-12-08,NA,NA,0,NA,NA,38,24,25,2013,NA,NA,3.33333333333333
"USC00443229","FRONT ROYAL, VA US",2013-12-09,NA,NA,2.5,2.5,NA,30,22,29,2013,NA,NA,-1.11111111111111
"USC00443229","FRONT ROYAL, VA US",2013-12-10,NA,NA,0.07,NA,NA,34,28,31,2013,NA,NA,1.11111111111111
"USC00443229","FRONT ROYAL, VA US",2013-12-11,NA,NA,0.3,3,3,38,22,24,2013,NA,NA,3.33333333333333
"USC00443229","FRONT ROYAL, VA US",2013-12-12,NA,NA,0,NA,2,38,21,22,2013,NA,NA,3.33333333333333
"USC00443229","FRONT ROYAL, VA US",2013-12-13,NA,NA,0,NA,1,31,19,26,2013,NA,NA,-0.555555555555556
"USC00443229","FRONT ROYAL, VA US",2013-12-14,NA,NA,0.2,0.2,NA,41,25,33,2013,NA,NA,5
"USC00443229","FRONT ROYAL, VA US",2013-12-15,NA,NA,0.13,1.3,1,35,28,32,2013,NA,NA,1.66666666666667
"USC00443229","FRONT ROYAL, VA US",2013-12-16,NA,NA,0,NA,NA,43,32,34,2013,NA,NA,6.11111111111111
"USC00443229","FRONT ROYAL, VA US",2013-12-17,NA,NA,0,0,1,35,29,30,2013,NA,NA,1.66666666666667
"USC00443229","FRONT ROYAL, VA US",2013-12-18,NA,NA,0,0,1,42,29,31,2013,NA,NA,5.55555555555556
"USC00443229","FRONT ROYAL, VA US",2013-12-19,NA,NA,0,NA,NA,40,26,31,2013,NA,NA,4.44444444444444
"USC00443229","FRONT ROYAL, VA US",2013-12-20,NA,NA,0,NA,NA,62,29,45,2013,NA,NA,16.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-12-21,NA,NA,0,0,0,62,41,51,2013,NA,NA,16.6666666666667
"USC00443229","FRONT ROYAL, VA US",2013-12-22,NA,NA,0,0,0,73,51,72,2013,NA,NA,22.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-12-23,NA,NA,0.3,0,0,73,59,59,2013,NA,NA,22.7777777777778
"USC00443229","FRONT ROYAL, VA US",2013-12-24,NA,NA,0.03,NA,NA,59,29,29,2013,NA,NA,15
"USC00443229","FRONT ROYAL, VA US",2013-12-25,NA,NA,0,NA,NA,36,17,18,2013,NA,NA,2.22222222222222
"USC00443229","FRONT ROYAL, VA US",2013-12-26,NA,NA,0,0,0,31,17,24,2013,NA,NA,-0.555555555555556
"USC00443229","FRONT ROYAL, VA US",2013-12-27,NA,NA,0,0,0,45,24,26,2013,NA,NA,7.22222222222222
"USC00443229","FRONT ROYAL, VA US",2013-12-28,NA,NA,0,NA,NA,49,25,32,2013,NA,NA,9.44444444444444
"USC00443229","FRONT ROYAL, VA US",2013-12-29,NA,NA,0.08,NA,NA,56,31,39,2013,NA,NA,13.3333333333333
"USC00443229","FRONT ROYAL, VA US",2013-12-30,NA,NA,0.12,NA,NA,49,38,44,2013,NA,NA,9.44444444444444
"USC00443229","FRONT ROYAL, VA US",2013-12-31,NA,NA,0,NA,NA,45,27,27,2013,NA,NA,7.22222222222222
"USC00443229","FRONT ROYAL, VA US",2014-01-02,2,0,NA,NA,NA,46,27,27,2014,NA,NA,7.77777777777778
"USC00443229","FRONT ROYAL, VA US",2014-01-03,NA,NA,0.18,NA,NA,31,14,14,2014,NA,NA,-0.555555555555556
"USC00443229","FRONT ROYAL, VA US",2014-01-04,NA,NA,0,NA,2,21,9,13,2014,NA,NA,-6.11111111111111
"USC00443229","FRONT ROYAL, VA US",2014-01-05,NA,NA,0,NA,1,39,12,26,2014,NA,NA,3.88888888888889
"USC00443229","FRONT ROYAL, VA US",2014-01-06,NA,NA,0,NA,NA,45,23,45,2014,NA,NA,7.22222222222222
